"","predict.fhat.Hns..x...X_test."
"705614",3.93067391690571
"370400",15.4420079763608
"698794",1.30145024922142
"681616",0.318082857916464
"560120",0.237907408610892
"224675",0.339469577806868
"400383",0.375590577227098
"63785",2.71509040756668
"721377",7.94445193564887
"89682",0.233744421294147
"6260",1.12280040705283
"670109",1.3138686072454
"299689",2.71538019323947
"17545",0.246730705126151
"313334",5.46226821381402
"554777",0.857891504635764
"291538",0.8854210797856
"121304",1.63886893429134
"173066",0.89031627305921
"387637",3.51157875163384
"306671",1.57951873504268
"314423",1.62723059706257
"350907",1.97150395148241
"502573",1.24084005165937
"104215",0.195548202794471
"122779",0.872301878419202
"569092",0.26066972311999
"685152",0.133020261604098
"313087",0.307135700921936
"681223",0.75131210357945
"206625",1.54167659758306
"67279",11.3265554661108
"603497",1.41105729765577
"350231",15.6911159308605
"51365",2.29652546889488
"138290",0.12249192621364
"272843",0.37456821128516
"162948",2.50145392793173
"615024",10.8849636269214
"353328",0.703230599342482
"431807",0.604733916155403
"352334",6.17645179763409
"316772",1.13956506130291
"317412",1.41572797874039
"314350",13.8953257657547
"409444",0.946420115938347
"271735",1.71169457032923
"207963",12.0659910419603
"100902",4.31814259870481
"350224",1.71829041868493
"360702",3.59678866225702
"389450",5.09078748175683
"656828",10.5436204428848
"554431",15.6773222024843
"314362",16.0181287461406
"346936",1.04151577205093
"536496",0.331982777933328
"314703",0.281345752614844
"491104",1.95976187510562
"64169",1.59580508898011
"395092",3.98726769043355
"439232",0.656050123437507
"536800",0.238206528960875
"317362",0.759869904263879
"559284",0.376718057005003
"731164",0.353437736881962
"314295",0.2477164881684
"315771",0.286059899328012
"240049",1.33707882203721
"681795",1.76228438924653
"201376",15.2664131075157
"750821",0.303973358392506
"700269",1.62024831868845
"504644",1.55920227246639
"703202",16.3276556027318
"169154",1.41525762997946
"164183",0.214777243499023
"333352",1.55584006971798
"149567",0.212362263346336
"458415",1.05224371862405
"705030",0.409696361094739
"256040",0.432266724539802
"670288",0.781284706749271
"47995",0.383542962369208
"555903",0.829425561792084
"278591",1.57388301486821
"201322",6.53237074558471
"264477",12.1728294973919
"273848",6.92768450696756
"314241",13.4615992138631
"553505",1.849288405294
"312287",4.22663945667447
"349909",2.78717077478759
"361273",0.1959238282691
"312202",0.286902002930258
"164184",0.335135866401753
"107197",12.9422948035239
"281581",1.09708552755288
"645593",2.79275979172681
"162184",0.930240493516709
"314753",0.539684648530411
"375272",0.187104967523575
"227253",0.548028182067792
"650165",1.12830044810787
"350927",0.89172607259731
"744464",0.71001734688635
"299018",4.43721854953879
"256743",0.128379190996924
"410260",1.23149711026952
"169697",3.45981263066215
"291770",15.9356214994007
"408804",3.98912176000326
"172173",0.800182503880748
"275738",1.04736535845649
"316517",4.90365552136146
"333022",12.7640298013592
"418425",1.24171548599583
"292141",2.72870029585192
"673996",1.04146888722597
"252351",4.51722545859506
"67751",15.7710713925102
"610236",5.50866843177341
"407052",14.0643157810844
"548526",0.825210594731983
"730321",15.5032914387219
"34109",0.798405443855813
"355609",15.0657529168512
"523864",13.9990807844207
"33594",1.94337142478773
"712621",14.8812560087642
"400339",0.228665698309407
"204971",14.0019315554227
"434685",2.78145761314882
"97043",1.24691218570036
"534825",4.28489898208437
"316294",1.4804308904648
"386128",7.83593448827144
"316235",1.44263201504854
"361759",2.15042120861134
"370338",10.0654189715181
"295970",7.15778711032792
"708756",1.86060309377909
"6875",4.2802706644248
"726136",12.6075191576876
"720726",13.7373660504622
"48427",11.4991365546263
"351817",0.966691154179682
"753849",0.748618585892298
"127380",1.42360872770846
"182449",0.308804887394025
"290365",0.362183637622704
"385268",15.3076000621711
"332192",1.97453441795034
"132441",1.39542392454238
"56539",0.35802347120428
"2394",10.0619620468384
"169062",1.18659540128978
"652474",0.0982753775551759
"114707",0.285039374148728
"59985",3.6846029017946
"312677",15.9068314194983
"370370",14.3992441962889
"563095",5.69147139468341
"155971",0.551581593134824
"86081",2.28149992806379
"744196",2.37776840454118
"500205",0.707574908189345
"319333",1.8178998464601
"350105",0.72171105332425
"124168",0.809504390276369
"632501",0.214103108800885
"171961",5.54083569466986
"207618",2.60767856466055
"131502",0.193547722432071
"313349",10.341411557761
"572840",15.3513594098307
"258829",15.6587317872566
"488283",0.314927280851248
"289599",7.41565726763578
"348856",0.20733572454211
"446227",0.336988174091391
"312221",16.6623597384411
"220465",12.1359731750625
"300006",0.185078398969902
"483895",2.39159102346864
"467377",13.4196784095747
"681265",1.82243701778055
"421666",1.67127021270036
"440222",3.35903256580503
"387455",0.357301626934184
"97481",2.70913324340257
"182781",5.73529812418456
"117351",0.187406525807547
"429424",2.04226346492681
"274451",6.12177018222092
"283741",1.37375098935649
"48854",13.9539045337821
"208682",6.73698295422528
"731199",0.397369561908284
"705708",0.185372673307285
"95433",0.44254929897869
"693029",12.4187531086169
"238095",17.3418769357852
"685192",1.27307623348026
"509065",3.35521849827102
"313343",13.3916669263772
"735235",6.61572254196728
"323980",14.0721554519538
"748529",15.7114052398124
"116718",1.92875179667236
"313319",13.8706846226163
"38514",2.24204951364475
"315049",17.3017608897822
"313419",15.1906725813951
"234921",14.4268441675532
"314307",15.7105953478756
"370369",15.7050926254653
"720600",2.76436619477932
"350272",1.21582768319229
"752493",0.755816617083666
"263828",8.63592494548369
"729334",0.490081320194817
"510692",15.5129071176501
"317215",5.55773981565906
"645426",2.985124338625
"584241",15.327488194988
"73121",15.3260311061191
"34416",1.73444179375687
"706486",0.166262171775704
"652130",1.52155045131345
"407191",7.36995313442924
"158866",1.53021532160198
"316414",2.04188167703441
"712511",0.264056984504638
"314262",13.798731321264
"10806",1.71268608185921
"179002",1.19082730765581
"684333",1.73771995838953
"57515",2.64249162450206
"370307",16.2362920953643
"60284",0.343876102446447
"591458",15.4162517208449
"118388",4.59385786277238
"732847",1.9763314449975
"375306",0.637325321449705
"19224",10.6565524777305
"291810",15.517923210554
"681439",8.32536082902696
"676296",14.7493450179433
"719930",8.47867644298922
"402018",9.72264784278109
"598930",17.3868781266398
"272289",14.6621456372232
"316509",0.378177006864193
"331830",11.6595653873581
"718339",3.30413648846621
"476286",10.0392866396136
"548337",0.829425561792084
"134072",1.33867590274496
"754007",1.03105321120739
"695164",15.6686097481391
"563880",4.54090688820924
"221400",15.890732525992
"640060",0.0938661592650503
"277598",0.929407395689402
"135791",5.1145118886075
"316482",1.4528023117721
"740288",3.82289196275819
"613262",1.15489692170527
"152830",14.5488495966914
"316374",0.208213310324102
"534175",0.573328978651742
"291815",15.850593863665
"316661",10.039472704175
"314261",6.37083578775083
"351000",0.628150137721861
"101161",0.337165420955315
"737724",14.0437244631097
"9109",4.30389718344626
"172436",5.02019525774869
"562628",0.59384627018616
"598875",0.699716550450258
"122670",2.832952925041
"291763",9.42497572874712
"315065",1.33727227961135
"66601",8.39276100602723
"723661",3.50219688550616
"599739",0.28447493439478
"333821",4.93080730490571
"663230",1.8318166369611
"609515",10.213359122358
"114892",0.558215540501488
"391133",2.43006579299938
"462349",0.833508496642186
"82996",1.56916399751651
"155152",3.39357712707261
"602093",1.30759544389665
"429885",0.9603465322112
"317218",1.64614348096424
"122297",2.75515343812751
"721590",0.945396493325044
"384687",15.3871773909946
"648638",8.43309901883541
"176301",16.0363046190143
"370357",16.141771419692
"495164",4.57756405872323
"31850",1.17516777720271
"725197",1.74354385202812
"146456",0.137935349145424
"560882",0.316665235960327
"116236",0.184828425310055
"60618",1.84058477345542
"431628",7.51549470070888
"291377",4.25537434777924
"313356",3.18696128322314
"714601",9.20122756963536
"50201",0.909067177248903
"530344",0.997301957143115
"204445",3.19962508148848
"313392",15.7053384054889
"645037",1.45584175947845
"652412",3.25520132254001
"123533",1.94273654817652
"315658",0.881682846113445
"173594",9.44372099434195
"396211",15.6392272095962
"657341",7.65334625377271
"198822",0.683477861837179
"149767",2.03354357116925
"444084",1.33604881150621
"111787",15.0607837652085
"143950",1.5680478619519
"428388",7.63179688258894
"271947",0.876077663442175
"314269",10.1167011498959
"472696",1.5339208598025
"577775",1.12291925166467
"350303",0.420995330528638
"15311",14.7357482082409
"416073",0.855651267973729
"250957",15.3432329823503
"351365",4.5503886159596
"350767",0.171628107970398
"362489",0.354003029705302
"734040",2.114889282245
"38654",8.78047798468236
"170462",3.32146508807689
"9558",3.77776637256129
"395382",2.03464854067877
"37594",0.163327270087981
"437828",1.59838881937508
"746120",0.402193002546227
"315019",3.93451069695146
"313328",15.7131629846489
"77499",0.300916722292568
"681519",1.97624259407078
"156422",1.68844197629698
"432058",0.858799809263285
"523834",1.27205594195248
"302850",0.260708347019107
"482026",4.07173419445466
"421828",0.580741255932475
"132495",1.14460957779781
"387451",1.69596872592581
"595769",4.91547333722099
"211110",1.65675051440008
"314863",1.25045151521257
"81469",0.905048674632855
"471935",0.317674772287111
"380438",1.40553254959134
"209282",4.53322547282944
"576050",13.7316930821295
"702605",0.925496555675812
"306141",10.8092839374966
"313333",12.8732679712142
"484588",0.758600284970822
"309143",1.49121823057627
"544754",1.74170424283158
"295165",0.267716066752722
"317560",2.01299949500558
"330163",1.91376008121604
"36875",0.336882143799338
"314779",17.5835060489182
"713419",16.0363083832582
"140179",4.47353257243147
"240588",16.424974189855
"734686",1.68268527825994
"357072",10.4012688364891
"650234",10.6366442333269
"314397",0.937810708157404
"291756",13.2548623156221
"299508",0.750374631538675
"723038",0.305006278123814
"214345",0.301960430881881
"738095",2.20160424711502
"734039",2.01341604021929
"279434",1.80905842406026
"240307",0.16907815760257
"347782",14.5872324040615
"208558",0.313251881703261
"370384",16.1365394120282
"183231",0.691405122141277
"318014",1.40449907090285
"40864",4.51243145635801
"353767",16.0965419877522
"751438",0.494894659199832
"448912",5.31118080188058
"7884",2.19853705343466
"154172",1.06309998828643
"462155",2.13050944671291
"557363",10.041118486029
"46344",1.11574414270684
"37940",8.61203132585128
"274338",5.51079425114174
"370315",13.8977910644264
"685691",0.301165464566816
"282459",0.521171827930612
"313377",13.9709323688319
"688601",0.964514179202359
"471971",4.04497283659637
"590464",2.58494500545698
"607158",1.27573445477766
"279258",0.568644412276789
"314258",5.26089795072263
"265261",1.43712021193801
"704995",1.25184627406618
"350997",0.285544040343687
"67967",1.33373720731154
"393659",0.257490528491462
"584149",15.0127734903858
"314878",1.01133266226059
"101637",0.417119615264825
"350560",11.8251641273538
"347369",5.40135109333676
"746119",1.15928762248879
"446489",0.829425561792084
"589448",3.94324624498224
"313388",7.34890384593509
"681398",15.6347170596464
"201571",0.429895425775752
"125980",0.573681335349184
"280708",2.97194127861072
"313305",14.8257343020284
"274463",3.34328897151455
"244623",0.743787138774663
"611199",15.1712447074582
"558677",0.334363847064413
"140006",1.5293757371751
"643985",1.44437201741165
"304066",2.68807020394166
"732066",1.25253545803644
"292365",2.28505555232967
"370323",15.4885500908228
"724045",1.17270886722949
"478981",1.22051989142157
"64311",6.38943379540952
"282359",0.746605507103468
"507455",2.39115069167122
"365766",0.678401006250459
"644271",0.909067177248903
"332082",1.25156482583179
"60826",1.14996781661503
"41335",0.5459465188238
"326405",15.9471789417399
"429930",0.340045243398007
"467036",10.0614533638125
"80877",15.2572205098692
"63815",3.94040820535503
"491112",0.778290378447974
"136477",0.72184311410534
"715983",0.425533574929635
"315110",6.87006619745774
"507926",17.0905579229002
"330857",15.1526403728332
"349344",1.45065729402273
"317053",1.09551024386859
"744841",0.909863432546764
"689709",3.4863148333388
"313692",3.04290817667403
"68576",0.103395441407571
"207454",0.956049792987368
"619688",14.6789691683012
"512978",0.432029865209775
"104390",0.385755068607354
"313417",14.0680082703786
"375276",0.685600764749035
"370418",16.9666737672137
"700498",4.52746214455445
"378467",3.06945099668406
"291762",13.7585919873333
"211179",0.114029684692601
"370402",1.45459202729209
"708080",15.6245919746425
"317814",0.168833961736008
"498316",15.3620846934036
"179514",2.36230103309868
"688687",2.19349077808751
"124508",1.8958534554409
"332343",1.38527719813857
"411599",0.340652337505197
"48903",3.05549486169992
"350810",2.67398381531251
"726385",1.3360932999339
"92470",0.193978228428113
"480662",16.7916275266409
"654706",0.113344798094005
"660185",3.49494819655727
"6261",1.85510939672292
"370329",16.1684357635236
"509401",12.1779516149355
"348739",4.43892254705346
"278164",3.70680753168714
"422524",0.73813288071273
"89846",5.9266035608481
"52697",15.7841367120644
"350837",0.117148375351177
"703225",5.31826377773077
"132711",6.15923482977456
"529840",0.235163993038745
"488597",0.144498855092177
"207852",4.31310490374917
"288820",1.28145141239607
"469120",0.189808955525451
"84493",2.26334350337505
"244591",15.2828215699528
"210348",0.782459486982458
"285064",0.7730442864095
"307678",0.193772600557266
"362676",14.9116706206847
"313363",1.90031329220191
"256656",1.19051554960128
"313369",11.5106017485083
"305414",10.4549840804025
"300001",0.426545066264722
"234843",1.32750163439198
"104222",0.227336479066864
"103860",1.08616685745212
"193836",1.45067229921684
"316047",1.73783359190681
"201226",0.169525266066366
"316046",4.76871661421966
"524945",1.04343339957287
"284549",1.35502760110481
"652100",8.76316201027985
"352832",10.6608431683414
"534952",1.00650853426509
"256961",13.7624162211491
"296214",15.0440019441439
"267858",4.67024005343949
"370354",11.1768605211368
"370321",14.6377177182693
"320468",1.31024444656321
"393485",4.95197461535642
"291797",12.5990957719229
"298205",1.91211829164138
"84758",1.59963431347856
"616502",7.77652439035826
"308135",9.41049115997692
"746179",3.85532204703714
"313745",0.682793266570716
"99929",4.18512327429367
"315363",0.907000364704147
"736035",4.90848273438122
"143170",4.12740965548585
"325279",6.55383176538285
"316340",1.41107349514755
"113088",0.51344107204553
"350101",0.999663763924675
"140584",0.746920798148515
"206308",4.44177538040489
"342524",8.57625280517016
"370352",14.1882189940552
"511306",0.143550173810787
"175361",7.00251580445436
"720754",3.26524706055675
"400457",0.874602789670632
"45539",9.57214114645216
"291761",14.2823448037996
"317336",1.63933963780596
"445867",0.298016134589054
"751633",3.223157882588
"105297",0.119156224665361
"9275",1.71829041868493
"125846",2.9338255523405
"356573",1.38276918517931
"533381",1.2984657295779
"688689",1.33018511786093
"182367",3.07606397086465
"231033",16.1136312621939
"742405",3.07926989263202
"718402",0.790177863885183
"316214",1.14424479322301
"206283",3.92763094371981
"54199",11.3380089002638
"364524",15.0891784307259
"684157",0.697941772760462
"132546",4.67045115455152
"317116",3.29778302796204
"472953",14.2384175829489
"313313",15.7985055653742
"318727",1.23096062407459
"100903",1.06082676837359
"744834",0.995124951733091
"359412",7.79836282779828
"211490",1.49617427762143
"429185",5.96979366456527
"312243",7.87181186570139
"289961",3.07162913631486
"168654",0.232477787872012
"745907",0.847828119812301
"341532",0.09151347052801
"603120",16.5159462896008
"511447",0.473570391296264
"406305",4.29374347618049
"291805",10.7381229360106
"99276",6.70041372566924
"583864",13.7823172855345
"280861",2.153491798087
"697222",10.5975292466369
"707881",13.0973728744237
"255427",0.561613872168975
"640048",3.17306546061025
"311923",2.47704210061862
"350188",1.09552110360473
"739904",0.172981364527983
"546455",15.0949840869731
"314355",15.7779222429088
